Status ID,Status Type,Status Link,Status Name,Status Created Time,Status Message,Status Shares Count,Status Likes Count,Status Comments Count,Comment ID,Comment Created Time,Comment Message,Comment From,Comment Likes Count,Reply ID,Reply Created Time,Reply Message,Reply From,Reply Likes Count
157864337622558_758073040935015,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/758073034268349/?type=3,Timeline Photos,2015-01-04 23:35:16,"Singapore Athletics Association Cross Country Nationals 2009 - my first time racing @mokyingren! He won the Men's Open category in 15:59 (5km), while I clocked 16:20 to win the Men's Junior category and pace second overall. Good memories! Register your interest for the 2015 SAA Cross Country Nationals today! #JustDoIt #SingaporeAthletics #ourteamsg #runwithmok #runsohfast",0,69,0
157864337622558_757568577652128,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/757568570985462/?type=3,Timeline Photos,2015-01-04 00:00:14,Love how running gives me opportunities to connect with the community! #RunWithRui #SingaporeAthletics #ourteamsg #MarathonSG,0,33,1,757568570985462_759152454160407,2015-01-05 23:16:37,"Haha.....Thank you for the photo. Have a great 2015! You are setting a great example for Singapore's future generation. We will be cheering you on for the SEA Games, etc.",Kang SS (10154157711783391),1
157864337622558_757210894354563,photo,https://www.facebook.com/sohruiyong/photos/a.172796229462702.42103.157864337622558/757210884354564/?type=3,Timeline Photos,2015-01-03 07:40:01,"65min of running today, where legends are made. #prestrail
Sub-plot: who has a better insta handle? @tookhooforskhoo or @runsohfast?  #JustDoIt  #RunSohFast",0,52,1,757210884354564_757243017684684,2015-01-03 09:23:16,Wish I was there ahaha,Selwyn Ebenezer (10201428614833712),0
157864337622558_757011404374512,photo,https://www.facebook.com/sohruiyong/photos/a.591089277633393.1073741825.157864337622558/757011377707848/?type=3,Mobile Uploads,2015-01-03 00:33:34,Special guest on my morning run today! #RunSohFast #JustDoIt,0,42,0
